Kingdom,Phylum,Class,Order,Family,Genus,ScientificName,CommonName,Slug,Description,AltitudeRange,ConservationStatus,LegalStatus,IsSensitive,ThumbnailUrl
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Potos,Potos flavus,Kinkajú,potos-flavus,Mamífero arborícola nocturno de hábitos frugívoros. Es un importante dispersor de semillas en los bosques andinos.,500-2500 msnm,LC,True,False,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Pourouma,Pourouma bicolor,Uva de monte,pourouma-bicolor,Árbol de rápido crecimiento con frutos comestibles que atraen gran cantidad de fauna. Es una especie pionera en procesos de restauración ecológica.,500-2000 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/51431001/original.jpg
Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis achatinus,Rana de lluvia,pristimantis-achatinus,"Pequeña rana de desarrollo directo, muy común en bosques húmedos. Es un indicador biológico de la calidad del hábitat.",0-2000 msnm,LC,True,False,
Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis boulengeri,Rana de Boulenger,pristimantis-boulengeri,Anfibio de hábitos nocturnos que habita en la hojarasca de bosques nublados. Es una especie endémica de los Andes colombianos.,1500-2500 msnm,VU,True,False,https://inaturalist-open-data.s3.amazonaws.com/photos/62669294/original.jpg
Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis paisa,Rana paisa,pristimantis-paisa,"Pequeña rana endémica de la región andina, adaptada a vivir en zonas de alta humedad. Su nombre rinde homenaje a la región paisa.",1800-2800 msnm,EN,True,True,https://inaturalist-open-data.s3.amazonaws.com/photos/173737979/large.jpeg
Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis simoterus,Rana de lluvia de nariz corta,pristimantis-simoterus,Anfibio de alta montaña con una distribución restringida. Es sensible a los cambios climáticos y la degradación del bosque.,2500-3500 msnm,VU,True,False,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Pristimantis_simoterus.jpg/640px-Pristimantis_simoterus.jpg
Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis thectopternus,Rana de espolón,pristimantis-thectopternus,Rana caracterizada por una estructura en forma de espolón en el talón. Habita en bosques nublados y es poco conocida.,1500-2500 msnm,DD,True,False,
Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis viejas,Rana de lluvia de las viejas,pristimantis-viejas,"Anfibio pequeño de desarrollo directo, característico de los bosques nublados del Eje Cafetero. Su ciclo de vida no depende de cuerpos de agua, lo que la hace vulnerable a la fragmentación del hábitat.",1800-2500 msnm,EN,True,True,https://inaturalist-open-data.s3.amazonaws.com/photos/43967545/original.jpg
Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis w-nigrum,Rana de lluvia w-negra,pristimantis-w-nigrum,Anfibio nocturno con una marca característica en forma de W en la región inguinal. Es una especie común en zonas de transición entre bosque y áreas intervenidas.,1000-2800 msnm,LC,True,False,https://inaturalist-open-data.s3.amazonaws.com/photos/111038856/original.jpg
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Progne,Progne chalybea,Golondrina azul,progne-chalybea,Ave migratoria y residente que se observa frecuentemente en zonas urbanas y rurales abiertas. Es un controlador natural de poblaciones de insectos voladores.,0-2500 msnm,LC,False,False,http://upload.wikimedia.org/wikipedia/commons/f/ff/Progne_chalybea_Pantanal_1.jpg
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Progne,Progne subis,Golondrina purpúrea,progne-subis,Ave migratoria boreal que atraviesa Colombia durante sus rutas estacionales. Se caracteriza por su plumaje oscuro y comportamiento gregario.,0-2000 msnm,LC,False,False,http://upload.wikimedia.org/wikipedia/commons/b/b9/PurpleMartin_cajay.jpg
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Progne,Progne tapera,Golondrina parda,progne-tapera,"Golondrina de plumaje pardo, común en áreas abiertas y pastizales. A menudo utiliza nidos abandonados de otras especies o huecos en estructuras.",0-2000 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/40339132/original.jpg
Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Progomphus,Progomphus,Libélula de arena,progomphus,Género de libélulas cuyas ninfas son excavadoras en sustratos arenosos de ríos y quebradas. Son indicadores de la calidad del agua y la integridad de los cauces.,500-2500 msnm,NE,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/178273449/large.jpeg
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Prosthechea,Prosthechea hartwegii,Orquídea de Hartweg,prosthechea-hartwegii,"Orquídea epífita de flores pequeñas pero vistosas, adaptada a los bosques húmedos montanos. Es una especie apreciada por coleccionistas y entusiastas de la botánica.",1500-2500 msnm,LC,True,False,
Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Protographium,Protographium anaxilaus,Mariposa cola de golondrina,protographium-anaxilaus,"Mariposa de gran belleza y tamaño, característica de los bosques andinos. Sus larvas se alimentan de plantas específicas, lo que la hace dependiente de ecosistemas conservados.",1000-2200 msnm,LC,False,False,http://upload.wikimedia.org/wikipedia/commons/c/ce/Protgraphium_agesilaus.jpg
Animalia,Chordata,Aves,Passeriformes,Parulidae,Protonotaria,Protonotaria citrea,Reinita protonotaria,protonotaria-citrea,"Ave migratoria de plumaje amarillo intenso, que visita los humedales y bosques de galería en Colombia durante el invierno boreal.",0-1500 msnm,LC,False,False,https://upload.wikimedia.org/wikipedia/commons/3/34/7Z1E8191.jpg
Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Psalidognathus,Psalidognathus modestus,Escarabajo mandíbula de tijera,psalidognathus-modestus,"Escarabajo de gran tamaño con mandíbulas prominentes, típico de zonas boscosas. Sus larvas se desarrollan en madera muerta, contribuyendo al ciclo de nutrientes.",1000-2500 msnm,NE,False,False,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Psammisia,Psammisia pennellii,Uva de monte,psammisia-pennellii,Arbusto epífito o terrestre con flores tubulares llamativas de colores rojos y rosados. Es una especie característica de los bosques nublados andinos del Eje Cafetero.,1800-3000 msnm,LC,False,False,http://sweetgum.nybg.org/images3/1205/857/01856384.jpg
Animalia,Chordata,Aves,Passeriformes,Icteridae,Psarocolius,Psarocolius angustifrons,Oropéndola crestada,psarocolius-angustifrons,"Ave de gran tamaño con plumaje oscuro y cola amarilla, conocida por sus nidos colgantes en forma de bolsa. Es una especie emblemática de los paisajes cafeteros.",0-2000 msnm,LC,True,False,
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Pseudocolaptes,Pseudocolaptes boissonneautii,Trepador bigotudo,pseudocolaptes-boissonneautii,Ave pequeña de bosque nublado con un patrón facial distintivo y comportamiento de búsqueda de alimento en bromelias. Es un habitante especializado de los estratos altos de la vegetación.,1800-3200 msnm,LC,True,False,
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pseudocolopteryx,Pseudocolopteryx acutipennis,Atrapamoscas de alas puntiagudas,pseudocolopteryx-acutipennis,Ave pequeña y discreta que habita en áreas abiertas y humedales. Es difícil de detectar debido a su comportamiento críptico y tamaño reducido.,1000-2500 msnm,LC,True,False,https://inaturalist-open-data.s3.amazonaws.com/photos/168481197/original.jpg
Animalia,Arthropoda,Insecta,Coleoptera,Elmidae,Pseudodisersus,Pseudodisersus,Escarabajo de agua,pseudodisersus,Pequeño escarabajo acuático que habita en quebradas de aguas rápidas y limpias. Son indicadores biológicos de la calidad del agua.,1000-2500 msnm,NE,False,False,https://images.phylopic.org/images/1b856960-aeb5-41fb-a70c-294884f1bb44/raster/158x204.png
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pseudohaetera,Pseudohaetera hypaesia,Mariposa de alas transparentes,pseudohaetera-hypaesia,Mariposa rara con alas casi transparentes que le permiten camuflarse en el sotobosque. Es una especie muy apreciada por coleccionistas y fotógrafos.,500-1500 msnm,NE,True,False,
Fungi,Basidiomycota,Tremellomycetes,Auriculariales,Pseudohydnaceae,Pseudohydnum,Pseudohydnum gelatinosum,Hongo lengua de gato,pseudohydnum-gelatinosum,Hongo con cuerpo fructífero gelatinoso y espinas en la parte inferior. Es común en madera en descomposición en bosques húmedos.,1500-2800 msnm,LC,False,False,https://images.mushroomobserver.org/orig/1524738.jpg
Animalia,Chordata,Aves,Strigiformes,Strigidae,Pseudoscops,Pseudoscops clamator,Búho listado,pseudoscops-clamator,Búho de tamaño mediano con penachos auriculares largos y plumaje estriado. Es un depredador nocturno que habita en bordes de bosque y zonas rurales.,0-2500 msnm,LC,True,False,https://upload.wikimedia.org/wikipedia/commons/6/66/Striped_Owls.jpg
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Pseudosphinx,Pseudosphinx tetrio,Gusano de la frangipani,pseudosphinx-tetrio,"Polilla de gran tamaño con larvas llamativas de colores negro, amarillo y rojo. Se alimenta principalmente de plantas de la familia Apocynaceae.",0-2000 msnm,LC,False,False,
Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Pseudovates,Pseudovates brevicornis,Mantis de hoja,pseudovates-brevicornis,Mantis con una morfología que imita perfectamente hojas secas o ramas. Es un depredador especializado en el camuflaje.,500-2000 msnm,NE,False,False,
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Psilocybe,Psilocybe cubensis,Hongo de bosta,psilocybe-cubensis,Hongo coprófilo conocido por su contenido de psilocibina y psilocina. Se encuentra comúnmente en pastizales ganaderos del Eje Cafetero tras temporadas de lluvia.,0-2500 msnm,LC,True,False,https://upload.wikimedia.org/wikipedia/commons/a/a5/Cubensis.natural.habitat.jpg
Animalia,Chordata,Aves,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus torquatus,Tucancito de collar,pteroglossus-torquatus,"Ave de plumaje colorido y pico distintivo, habita en bordes de bosque y zonas de cafetales. Es un importante dispersor de semillas en los ecosistemas andinos.",0-2000 msnm,LC,True,False,
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Pterophanes,Pterophanes cyanopterus,Colibrí alas de zafiro,pterophanes-cyanopterus,"Colibrí de gran tamaño con iridiscencias azules en las alas, especializado en libar néctar de flores de alta montaña. Es una especie altamente sensible a cambios en el ecosistema de páramo.",2500-4000 msnm,LC,True,False,https://inaturalist-open-data.s3.amazonaws.com/photos/180307470/large.jpeg
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Pterostemma,Pterostemma antioquiense,Orquídea Pterostemma,pterostemma-antioquiense,"Orquídea epífita de pequeño tamaño, característica de bosques nublados andinos. Sus flores presentan estructuras complejas adaptadas a polinizadores específicos.",1500-2500 msnm,NE,True,False,
Animalia,Chordata,Aves,Strigiformes,Strigidae,Pulsatrix,Pulsatrix perspicillata,Búho de anteojos,pulsatrix-perspicillata,Ave rapaz nocturna con un patrón facial distintivo que asemeja anteojos. Es un controlador biológico natural de poblaciones de roedores en zonas rurales.,0-2500 msnm,LC,True,False,
Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae,Puya,Puya,Puya,puya,"Género de bromelias terrestres de gran tamaño, típicas de los ecosistemas de alta montaña y páramos. Son fundamentales para la retención de agua y como refugio de fauna.",2000-4000 msnm,LC,False,False,https://upload.wikimedia.org/wikipedia/commons/7/79/Puya_Raimondii.JPG
Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae,Puya,Puya ochroleuca,Puya blanca,puya-ochroleuca,Especie de bromelia terrestre con inflorescencias de color crema o blanquecino. Habita en zonas de alta montaña y es un componente vital del paisaje de páramo.,2500-3500 msnm,NT,True,False,https://inaturalist-open-data.s3.amazonaws.com/photos/103669020/original.jpeg
Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Pycnopalpa,Pycnopalpa bicordata,Saltamontes hoja,pycnopalpa-bicordata,Insecto con una morfología mimética que le permite camuflarse perfectamente como una hoja seca. Es un habitante común de los estratos bajos de los bosques andinos.,1000-2500 msnm,NE,False,False,
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Pycnoporus,Pycnoporus sanguineus,Hongo rojo de madera,pycnoporus-sanguineus,"Hongo lignícola de color rojo intenso, común en troncos en descomposición. Es un descomponedor primario que juega un papel crucial en el ciclo de nutrientes.",0-2500 msnm,LC,False,False,https://storage.googleapis.com/mo-image-archive-bucket/orig/1032873.jpg
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Pygochelidon,Pygochelidon cyanoleuca,Golondrina azul,pygochelidon-cyanoleuca,"Ave pequeña de vuelo rápido, común en zonas abiertas y áreas rurales del Eje Cafetero. Se alimenta principalmente de insectos voladores.",0-3000 msnm,LC,True,False,https://inaturalist-open-data.s3.amazonaws.com/photos/176376357/original.jpg
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pyrocephalus,Pyrocephalus rubinus,Atrapamoscas bermellón,pyrocephalus-rubinus,"Ave pequeña de plumaje rojo intenso en machos, muy llamativa y común en zonas abiertas y jardines del Eje Cafetero. Es una especie emblemática para la observación de aves por su comportamiento territorial y colorido.",0-2600 msnm,LC,False,False,https://upload.wikimedia.org/wikipedia/commons/5/59/Churrinche-luz.jpg
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pyrrhomyias,Pyrrhomyias cinnamomeus,Atrapamoscas canelo,pyrrhomyias-cinnamomeus,Ave de color canela distintivo que habita en el sotobosque y bordes de selva andina. Es valorada por su comportamiento activo y su canto característico en los bosques nublados.,1000-3000 msnm,LC,False,False,http://upload.wikimedia.org/wikipedia/commons/1/10/Cinnamon_Flycatcher_%28Pyrrhomyias_cinnamomeus%29.jpg
Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Pythonides,Pythonides jovianus,Saltarín de Joviano,pythonides-jovianus,"Mariposa pequeña de la familia Hesperiidae, caracterizada por sus patrones crípticos en las alas. Es un habitante poco estudiado de los bosques húmedos premontanos.",500-2000 msnm,NE,False,False,
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii,Roble andino,quercus-humboldtii,"Única especie de roble nativa de Colombia, fundamental para la estructura de los bosques altoandinos. Produce madera de alta calidad y bellotas que sirven de alimento a la fauna silvestre.",1500-3200 msnm,VU,True,False,
Animalia,Chordata,Aves,Passeriformes,Icteridae,Quiscalus,Quiscalus lugubris,Toche caribe,quiscalus-lugubris,"Ave de plumaje negro iridiscente, muy adaptable a entornos urbanos y agrícolas. Es conocida por su comportamiento gregario y su capacidad para aprovechar recursos alimenticios humanos.",0-2000 msnm,LC,False,False,
Animalia,Chordata,Aves,Passeriformes,Icteridae,Quiscalus,Quiscalus mexicanus,Clarinero,quiscalus-mexicanus,"Ave de gran tamaño con dimorfismo sexual marcado, muy común en áreas abiertas y zonas intervenidas. Es una especie altamente inteligente y oportunista.",0-2200 msnm,LC,False,False,
Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Racinaea,Racinaea riocreuxii,Bromelia de niebla,racinaea-riocreuxii,"Bromelia epífita que habita en bosques de niebla, captando humedad y nutrientes del aire. Es fundamental para la microfauna asociada a sus tanques de agua.",1800-3000 msnm,NE,False,False,https://static.inaturalist.org/photos/115446775/original.jpg
Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Racinaea,Racinaea tetrantha,Bromelia de cuatro pétalos,racinaea-tetrantha,"Bromelia epífita de alta montaña, con inflorescencias discretas pero elegantes. Contribuye significativamente a la biodiversidad de los ecosistemas de páramo y bosque altoandino.",2000-3500 msnm,NE,False,False,
Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Racomitrium,Racomitrium dichelymoides,Musgo de roca,racomitrium-dichelymoides,Musgo formador de tapetes sobre rocas en zonas de alta montaña. Es un colonizador primario esencial para la formación de suelo en ambientes extremos.,2500-4000 msnm,NE,False,False,https://bryophyteportal.org/imglib/bryophytes/misc/201801/02342238_1517438842_web.jpg
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Ramalina,Ramalina celastri,Liquen de rama,ramalina-celastri,Liquen fruticuloso que crece sobre ramas de árboles en zonas templadas y frías. Es un excelente bioindicador de la calidad del aire debido a su sensibilidad a la contaminación.,1000-3000 msnm,NE,False,False,https://storage.googleapis.com/mo-image-archive-bucket/orig/996999.jpg
